Name,Platforms,Country,Language,Handle,Contact_Value,Source_Link,Est_Conversion_Rate,Category,Tier,Notes
HubGaming,Twitch,Australia,English,@hubgaming_gaming363,Medium ($5k),https://platform.com/hubgaming_gaming363,3.02%,Gaming,Mid,Mock Data - Ready for Outreach
OfficialGaming,Instagram,India,Telugu,@officialgaming_gaming900,Low ($676),https://platform.com/officialgaming_gaming900,5.2%,Gaming,Micro,Mock Data - Ready for Outreach
AnjaliProfessional,Twitch,India,Tamil,@anjaliprofessional_professional878,Low ($563),https://platform.com/anjaliprofessional_professional878,5.03%,Professional,Micro,Mock Data - Ready for Outreach
HubTech,Instagram,UK,English,@hubtech_tech806,Medium ($2k),https://platform.com/hubtech_tech806,3.66%,Tech,Mid,Mock Data - Ready for Outreach
GamerGaming,Twitch,India,English,@gamergaming_gaming300,Low ($487),https://platform.com/gamergaming_gaming300,5.08%,Gaming,Micro,Mock Data - Ready for Outreach
TomGaming,Instagram,Germany,English,@tomgaming_gaming175,Medium ($4k),https://platform.com/tomgaming_gaming175,2.88%,Gaming,Mid,Mock Data - Ready for Outreach
OfficialTech,Twitch,India,English,@officialtech_tech425,Low ($481),https://platform.com/officialtech_tech425,4.78%,Tech,Micro,Mock Data - Ready for Outreach
Mike Alex,Twitch,USA,English,@mikealex_gaming479,Medium ($1k),https://platform.com/mikealex_gaming479,3.94%,Gaming,Mid,Mock Data - Ready for Outreach
TechGaming,Twitter/X,India,Hindi,@techgaming_gaming271,Low ($657),https://platform.com/techgaming_gaming271,4.03%,Gaming,Micro,Mock Data - Ready for Outreach
Ryan Plays,YouTube/Instagram,Germany,English,@ryanplays_gaming428,Low ($321),https://platform.com/ryanplays_gaming428,5.45%,Gaming,Micro,Mock Data - Ready for Outreach
Priya Arjun,YouTube,India,Telugu,@priyaarjun_gaming192,Low ($251),https://platform.com/priyaarjun_gaming192,4.22%,Gaming,Micro,Mock Data - Ready for Outreach
NishaTech,YouTube,India,Tamil,@nishatech_tech602,Low ($268),https://platform.com/nishatech_tech602,5.43%,Tech,Micro,Mock Data - Ready for Outreach
TV Plays,YouTube/Instagram,UK,English,@tvplays_tech460,Low ($508),https://platform.com/tvplays_tech460,5.67%,Tech,Micro,Mock Data - Ready for Outreach
Rahul Rahul,Instagram,India,Tamil,@rahulrahul_gaming790,Low ($182),https://platform.com/rahulrahul_gaming790,5.28%,Gaming,Micro,Mock Data - Ready for Outreach
Amit World,YouTube/Instagram,India,Tamil,@amitworld_professional956,Medium ($3k),https://platform.com/amitworld_professional956,2.86%,Professional,Mid,Mock Data - Ready for Outreach
SnehaGaming,Instagram,India,Hindi,@snehagaming_gaming327,Medium ($2k),https://platform.com/snehagaming_gaming327,2.73%,Gaming,Mid,Mock Data - Ready for Outreach
PriyaGaming,YouTube/Instagram,India,English,@priyagaming_gaming263,Low ($617),https://platform.com/priyagaming_gaming263,4.65%,Gaming,Micro,Mock Data - Ready for Outreach
VikramTech,Twitch,India,Tamil,@vikramtech_tech441,Low ($114),https://platform.com/vikramtech_tech441,4.64%,Tech,Micro,Mock Data - Ready for Outreach
KaranGaming,Twitter/X,India,Tamil,@karangaming_gaming433,Low ($514),https://platform.com/karangaming_gaming433,4.34%,Gaming,Micro,Mock Data - Ready for Outreach
RohanTech,Twitch,India,Hindi/English,@rohantech_tech532,Low ($395),https://platform.com/rohantech_tech532,4.7%,Tech,Micro,Mock Data - Ready for Outreach
AnjaliProfessional,YouTube,India,Marathi,@anjaliprofessional_professional345,Low ($125),https://platform.com/anjaliprofessional_professional345,4.21%,Professional,Micro,Mock Data - Ready for Outreach
Amit Priya,YouTube,India,Hindi,@amitpriya_gaming219,Low ($451),https://platform.com/amitpriya_gaming219,5.4%,Gaming,Micro,Mock Data - Ready for Outreach
KaranProfessional,YouTube/Instagram,India,Telugu,@karanprofessional_professional965,Low ($847),https://platform.com/karanprofessional_professional965,5.03%,Professional,Micro,Mock Data - Ready for Outreach
David Plays,YouTube/Instagram,UK,English,@davidplays_tech65,Low ($679),https://platform.com/davidplays_tech65,5.43%,Tech,Micro,Mock Data - Ready for Outreach
Zone Nisha,Instagram,India,Telugu,@zonenisha_professional265,Low ($402),https://platform.com/zonenisha_professional265,4.44%,Professional,Micro,Mock Data - Ready for Outreach
Gamer World,Instagram,India,Hindi/English,@gamerworld_tech250,Low ($477),https://platform.com/gamerworld_tech250,5.1%,Tech,Micro,Mock Data - Ready for Outreach
RohanProfessional,Instagram,India,English,@rohanprofessional_professional111,Low ($334),https://platform.com/rohanprofessional_professional111,4.24%,Professional,Micro,Mock Data - Ready for Outreach
Vikram Tech,Twitch,India,Marathi,@vikramtech_tech395,Medium ($5k),https://platform.com/vikramtech_tech395,3.92%,Tech,Mid,Mock Data - Ready for Outreach
Chris Tom,YouTube,UK,English,@christom_professional431,Low ($177),https://platform.com/christom_professional431,4.7%,Professional,Micro,Mock Data - Ready for Outreach
Gamer Karan,Twitter/X,India,Marathi,@gamerkaran_tech233,Low ($176),https://platform.com/gamerkaran_tech233,5.91%,Tech,Micro,Mock Data - Ready for Outreach
Sarah David,Instagram,Australia,English,@sarahdavid_tech205,Low ($671),https://platform.com/sarahdavid_tech205,5.18%,Tech,Micro,Mock Data - Ready for Outreach
Sarah Sarah,Twitter/X,Germany,English,@sarahsarah_professional225,Low ($792),https://platform.com/sarahsarah_professional225,4.76%,Professional,Micro,Mock Data - Ready for Outreach
Gamer Amit,Instagram,India,Hindi/English,@gameramit_tech32,Low ($627),https://platform.com/gameramit_tech32,4.62%,Tech,Micro,Mock Data - Ready for Outreach
OfficialGaming,Instagram,India,Hindi,@officialgaming_gaming164,Medium ($2k),https://platform.com/officialgaming_gaming164,3.44%,Gaming,Mid,Mock Data - Ready for Outreach
Tech Anna,YouTube/Instagram,Canada,English,@techanna_tech328,Low ($668),https://platform.com/techanna_tech328,5.09%,Tech,Micro,Mock Data - Ready for Outreach
Sarah Tech,YouTube/Instagram,Germany,English,@sarahtech_gaming58,Medium ($4k),https://platform.com/sarahtech_gaming58,3.01%,Gaming,Mid,Mock Data - Ready for Outreach
Anjali Karan,Twitch,India,English,@anjalikaran_gaming633,Low ($114),https://platform.com/anjalikaran_gaming633,5.27%,Gaming,Micro,Mock Data - Ready for Outreach
TVGaming,Instagram,Australia,English,@tvgaming_gaming631,Low ($316),https://platform.com/tvgaming_gaming631,5.05%,Gaming,Micro,Mock Data - Ready for Outreach
Karan Rohan,YouTube,India,Hindi/English,@karanrohan_gaming411,Medium ($4k),https://platform.com/karanrohan_gaming411,2.64%,Gaming,Mid,Mock Data - Ready for Outreach
KaranGaming,Instagram,India,English,@karangaming_gaming488,Low ($884),https://platform.com/karangaming_gaming488,4.87%,Gaming,Micro,Mock Data - Ready for Outreach
Rohan Official,YouTube,India,English,@rohanofficial_tech823,Low ($599),https://platform.com/rohanofficial_tech823,5.62%,Tech,Micro,Mock Data - Ready for Outreach
KaranProfessional,Twitter/X,India,Marathi,@karanprofessional_professional823,Low ($728),https://platform.com/karanprofessional_professional823,5.2%,Professional,Micro,Mock Data - Ready for Outreach
RahulProfessional,YouTube/Instagram,India,Hindi/English,@rahulprofessional_professional937,Low ($770),https://platform.com/rahulprofessional_professional937,4.11%,Professional,Micro,Mock Data - Ready for Outreach
VikramGaming,YouTube/Instagram,India,Marathi,@vikramgaming_gaming954,Low ($289),https://platform.com/vikramgaming_gaming954,5.34%,Gaming,Micro,Mock Data - Ready for Outreach
Mike Tom,YouTube,UK,English,@miketom_gaming50,Medium ($1k),https://platform.com/miketom_gaming50,3.41%,Gaming,Mid,Mock Data - Ready for Outreach
RahulGaming,Twitter/X,India,Telugu,@rahulgaming_gaming615,Medium ($5k),https://platform.com/rahulgaming_gaming615,3.51%,Gaming,Mid,Mock Data - Ready for Outreach
GamingGaming,Instagram,USA,English,@gaminggaming_gaming733,Low ($540),https://platform.com/gaminggaming_gaming733,5.05%,Gaming,Micro,Mock Data - Ready for Outreach
Sarah Jessica,YouTube/Instagram,Canada,English,@sarahjessica_gaming236,Medium ($1k),https://platform.com/sarahjessica_gaming236,3.89%,Gaming,Mid,Mock Data - Ready for Outreach
NishaTech,YouTube,India,English,@nishatech_tech88,Low ($359),https://platform.com/nishatech_tech88,4.76%,Tech,Micro,Mock Data - Ready for Outreach
Plays Mike,YouTube,Australia,English,@playsmike_gaming774,Medium ($4k),https://platform.com/playsmike_gaming774,3.1%,Gaming,Mid,Mock Data - Ready for Outreach
ArjunProfessional,Twitch,India,Hindi,@arjunprofessional_professional643,Low ($872),https://platform.com/arjunprofessional_professional643,5.33%,Professional,Micro,Mock Data - Ready for Outreach
KaranGaming,YouTube/Instagram,India,Marathi,@karangaming_gaming358,Low ($207),https://platform.com/karangaming_gaming358,5.04%,Gaming,Micro,Mock Data - Ready for Outreach
ZoneProfessional,Twitter/X,India,Hindi/English,@zoneprofessional_professional115,Low ($835),https://platform.com/zoneprofessional_professional115,4.18%,Professional,Micro,Mock Data - Ready for Outreach
ZoneGaming,Twitter/X,India,Tamil,@zonegaming_gaming636,Low ($875),https://platform.com/zonegaming_gaming636,5.32%,Gaming,Micro,Mock Data - Ready for Outreach
RahulGaming,YouTube/Instagram,India,Telugu,@rahulgaming_gaming941,Medium ($5k),https://platform.com/rahulgaming_gaming941,3.78%,Gaming,Mid,Mock Data - Ready for Outreach
RohanTech,YouTube/Instagram,India,Hindi/English,@rohantech_tech621,Low ($256),https://platform.com/rohantech_tech621,4.58%,Tech,Micro,Mock Data - Ready for Outreach
ZoneTech,Instagram,India,Hindi/English,@zonetech_tech717,Low ($369),https://platform.com/zonetech_tech717,4.7%,Tech,Micro,Mock Data - Ready for Outreach
Priya Tech,Twitch,India,English,@priyatech_professional168,Low ($576),https://platform.com/priyatech_professional168,4.35%,Professional,Micro,Mock Data - Ready for Outreach
OfficialGaming,Twitter/X,India,Hindi/English,@officialgaming_gaming249,Low ($397),https://platform.com/officialgaming_gaming249,5.05%,Gaming,Micro,Mock Data - Ready for Outreach
KaranGaming,Twitch,India,Telugu,@karangaming_gaming931,Low ($791),https://platform.com/karangaming_gaming931,5.42%,Gaming,Micro,Mock Data - Ready for Outreach
Gamer Zone,YouTube/Instagram,India,Telugu,@gamerzone_professional690,Low ($837),https://platform.com/gamerzone_professional690,4.19%,Professional,Micro,Mock Data - Ready for Outreach
RohanGaming,Twitch,India,English,@rohangaming_gaming389,Low ($304),https://platform.com/rohangaming_gaming389,4.84%,Gaming,Micro,Mock Data - Ready for Outreach
EmmaGaming,YouTube,UK,English,@emmagaming_gaming752,Low ($353),https://platform.com/emmagaming_gaming752,4.33%,Gaming,Micro,Mock Data - Ready for Outreach
Plays David,YouTube,Germany,English,@playsdavid_gaming293,Medium ($5k),https://platform.com/playsdavid_gaming293,3.05%,Gaming,Mid,Mock Data - Ready for Outreach
NishaTech,Instagram,India,Marathi,@nishatech,High ($5k+),https://platform.com/nishatech,3.4%,Tech,Mega,Mock Data - Ready for Outreach
GamingTech,Twitch,Australia,English,@gamingtech_tech845,Medium ($2k),https://platform.com/gamingtech_tech845,3.42%,Tech,Mid,Mock Data - Ready for Outreach
VikramTech,Instagram,India,Tamil,@vikramtech_tech709,Low ($694),https://platform.com/vikramtech_tech709,5.09%,Tech,Micro,Mock Data - Ready for Outreach
Sneha Tech,Twitter/X,India,English,@snehatech_gaming472,Medium ($3k),https://platform.com/snehatech_gaming472,3.67%,Gaming,Mid,Mock Data - Ready for Outreach
Zone Amit,Twitch,India,English,@zoneamit_professional275,Low ($656),https://platform.com/zoneamit_professional275,5.16%,Professional,Micro,Mock Data - Ready for Outreach
RohanGaming,Twitch,India,Hindi/English,@rohangaming_gaming640,Low ($323),https://platform.com/rohangaming_gaming640,4.64%,Gaming,Micro,Mock Data - Ready for Outreach
Nisha Priya,YouTube/Instagram,India,English,@nishapriya_gaming287,Low ($442),https://platform.com/nishapriya_gaming287,4.56%,Gaming,Micro,Mock Data - Ready for Outreach
Amit Vikram,YouTube/Instagram,India,English,@amitvikram_gaming562,Low ($552),https://platform.com/amitvikram_gaming562,5.15%,Gaming,Micro,Mock Data - Ready for Outreach
DavidTech,YouTube/Instagram,UK,English,@davidtech_tech134,Medium ($5k),https://platform.com/davidtech_tech134,4.27%,Tech,Mid,Mock Data - Ready for Outreach
Gaming Plays,YouTube,USA,English,@gamingplays_tech944,Low ($378),https://platform.com/gamingplays_tech944,4.75%,Tech,Micro,Mock Data - Ready for Outreach
Anna Alex,YouTube/Instagram,Australia,English,@annaalex_tech417,Low ($710),https://platform.com/annaalex_tech417,5.04%,Tech,Micro,Mock Data - Ready for Outreach
AmitGaming,YouTube/Instagram,India,Marathi,@amitgaming_gaming553,Low ($482),https://platform.com/amitgaming_gaming553,4.03%,Gaming,Micro,Mock Data - Ready for Outreach
GamingTech,Twitch,Australia,English,@gamingtech_tech483,Medium ($2k),https://platform.com/gamingtech_tech483,4.34%,Tech,Mid,Mock Data - Ready for Outreach
Emma TV,YouTube,Australia,English,@emmatv_gaming88,Low ($433),https://platform.com/emmatv_gaming88,4.43%,Gaming,Micro,Mock Data - Ready for Outreach
TechTech,Twitch,India,English,@techtech_tech904,Low ($389),https://platform.com/techtech_tech904,4.73%,Tech,Micro,Mock Data - Ready for Outreach
SarahGaming,Twitter/X,USA,English,@sarahgaming_gaming742,Low ($859),https://platform.com/sarahgaming_gaming742,5.11%,Gaming,Micro,Mock Data - Ready for Outreach
Priya Karan,Instagram,India,English,@priyakaran_tech790,Low ($852),https://platform.com/priyakaran_tech790,5.96%,Tech,Micro,Mock Data - Ready for Outreach
AnjaliTech,Twitch,India,Hindi,@anjalitech_tech890,Medium ($1k),https://platform.com/anjalitech_tech890,4.02%,Tech,Mid,Mock Data - Ready for Outreach
Gamer Zone,YouTube/Instagram,India,Marathi,@gamerzone_gaming141,Low ($399),https://platform.com/gamerzone_gaming141,5.49%,Gaming,Micro,Mock Data - Ready for Outreach
Chris Emma,Twitter/X,UK,English,@chrisemma_tech428,Low ($263),https://platform.com/chrisemma_tech428,5.31%,Tech,Micro,Mock Data - Ready for Outreach
Nisha Arjun,YouTube,India,Hindi/English,@nishaarjun_tech443,Low ($252),https://platform.com/nishaarjun_tech443,5.32%,Tech,Micro,Mock Data - Ready for Outreach
TomGaming,Instagram,Canada,English,@tomgaming_gaming166,Low ($546),https://platform.com/tomgaming_gaming166,4.21%,Gaming,Micro,Mock Data - Ready for Outreach
Karan Nisha,YouTube,India,Hindi/English,@karannisha_tech924,Medium ($1k),https://platform.com/karannisha_tech924,4.27%,Tech,Mid,Mock Data - Ready for Outreach
RahulProfessional,Instagram,India,Hindi/English,@rahulprofessional_professional204,Low ($802),https://platform.com/rahulprofessional_professional204,4.79%,Professional,Micro,Mock Data - Ready for Outreach
Karan Anjali,YouTube,India,Hindi/English,@karananjali_tech960,Medium ($3k),https://platform.com/karananjali_tech960,4.37%,Tech,Mid,Mock Data - Ready for Outreach
Sneha Amit,YouTube,India,Marathi,@snehaamit_gaming786,Low ($805),https://platform.com/snehaamit_gaming786,4.68%,Gaming,Micro,Mock Data - Ready for Outreach
World Amit,YouTube/Instagram,India,English,@worldamit_tech562,Low ($866),https://platform.com/worldamit_tech562,5.22%,Tech,Micro,Mock Data - Ready for Outreach
Tom Chris,YouTube,USA,English,@tomchris_gaming762,Low ($335),https://platform.com/tomchris_gaming762,5.27%,Gaming,Micro,Mock Data - Ready for Outreach
SarahGaming,Twitch,Germany,English,@sarahgaming_gaming274,Low ($448),https://platform.com/sarahgaming_gaming274,4.3%,Gaming,Micro,Mock Data - Ready for Outreach
WorldGaming,YouTube,India,English,@worldgaming_gaming905,Low ($646),https://platform.com/worldgaming_gaming905,4.74%,Gaming,Micro,Mock Data - Ready for Outreach
David Plays,Instagram,Germany,English,@davidplays_gaming180,Low ($155),https://platform.com/davidplays_gaming180,5.31%,Gaming,Micro,Mock Data - Ready for Outreach
KaranGaming,Twitter/X,India,Hindi,@karangaming_gaming644,Medium ($5k),https://platform.com/karangaming_gaming644,3.36%,Gaming,Mid,Mock Data - Ready for Outreach
Vikram Nisha,Twitter/X,India,English,@vikramnisha_gaming251,Low ($369),https://platform.com/vikramnisha_gaming251,4.95%,Gaming,Micro,Mock Data - Ready for Outreach
RahulGaming,Instagram,India,Tamil,@rahulgaming_gaming936,Low ($381),https://platform.com/rahulgaming_gaming936,4.42%,Gaming,Micro,Mock Data - Ready for Outreach
PriyaTech,YouTube/Instagram,India,Tamil,@priyatech_tech72,Low ($514),https://platform.com/priyatech_tech72,5.93%,Tech,Micro,Mock Data - Ready for Outreach
SarahProfessional,YouTube,Canada,English,@sarahprofessional_professional584,Low ($132),https://platform.com/sarahprofessional_professional584,4.69%,Professional,Micro,Mock Data - Ready for Outreach
Emma Tom,Twitter/X,Germany,English,@emmatom_gaming331,Low ($399),https://platform.com/emmatom_gaming331,4.43%,Gaming,Micro,Mock Data - Ready for Outreach
Rahul Karan,Twitch,India,English,@rahulkaran_gaming147,Low ($539),https://platform.com/rahulkaran_gaming147,4.6%,Gaming,Micro,Mock Data - Ready for Outreach
Rohan Nisha,YouTube/Instagram,India,Marathi,@rohannisha_gaming121,Low ($224),https://platform.com/rohannisha_gaming121,5.38%,Gaming,Micro,Mock Data - Ready for Outreach
AlexProfessional,YouTube/Instagram,Germany,English,@alexprofessional_professional950,Low ($198),https://platform.com/alexprofessional_professional950,5.27%,Professional,Micro,Mock Data - Ready for Outreach
ArjunProfessional,Twitch,India,Hindi/English,@arjunprofessional_professional502,Low ($519),https://platform.com/arjunprofessional_professional502,4.91%,Professional,Micro,Mock Data - Ready for Outreach
AnnaGaming,Twitter/X,Germany,English,@annagaming_gaming44,Low ($414),https://platform.com/annagaming_gaming44,4.25%,Gaming,Micro,Mock Data - Ready for Outreach
Priya Amit,Twitch,India,Tamil,@priyaamit_gaming503,Low ($140),https://platform.com/priyaamit_gaming503,4.05%,Gaming,Micro,Mock Data - Ready for Outreach
TomTech,Twitter/X,USA,English,@tomtech_tech267,Low ($856),https://platform.com/tomtech_tech267,5.33%,Tech,Micro,Mock Data - Ready for Outreach
Alex Hub,Instagram,UK,English,@alexhub_gaming726,Low ($297),https://platform.com/alexhub_gaming726,5.27%,Gaming,Micro,Mock Data - Ready for Outreach
World Amit,Twitch,India,English,@worldamit_tech41,Low ($815),https://platform.com/worldamit_tech41,4.9%,Tech,Micro,Mock Data - Ready for Outreach
RahulGaming,YouTube/Instagram,India,Hindi,@rahulgaming_gaming781,Low ($382),https://platform.com/rahulgaming_gaming781,4.42%,Gaming,Micro,Mock Data - Ready for Outreach
Amit Tech,Twitter/X,India,English,@amittech_tech302,Low ($873),https://platform.com/amittech_tech302,5.69%,Tech,Micro,Mock Data - Ready for Outreach
AnjaliProfessional,YouTube/Instagram,India,Tamil,@anjaliprofessional_professional54,Low ($806),https://platform.com/anjaliprofessional_professional54,5.29%,Professional,Micro,Mock Data - Ready for Outreach
TV Plays,Twitch,USA,English,@tvplays_gaming579,Low ($170),https://platform.com/tvplays_gaming579,4.28%,Gaming,Micro,Mock Data - Ready for Outreach
Gamer Anjali,YouTube,India,Telugu,@gameranjali_tech229,Low ($724),https://platform.com/gameranjali_tech229,5.67%,Tech,Micro,Mock Data - Ready for Outreach
AnnaTech,Twitter/X,Australia,English,@annatech_tech345,Medium ($2k),https://platform.com/annatech_tech345,4.41%,Tech,Mid,Mock Data - Ready for Outreach
Amit Nisha,Instagram,India,Tamil,@amitnisha_tech397,Low ($206),https://platform.com/amitnisha_tech397,5.54%,Tech,Micro,Mock Data - Ready for Outreach
Sneha Priya,Twitter/X,India,Tamil,@snehapriya_tech101,Low ($444),https://platform.com/snehapriya_tech101,4.79%,Tech,Micro,Mock Data - Ready for Outreach
Gamer Arjun,Twitter/X,India,Marathi,@gamerarjun_gaming722,Medium ($4k),https://platform.com/gamerarjun_gaming722,3.2%,Gaming,Mid,Mock Data - Ready for Outreach
Nisha Anjali,YouTube/Instagram,India,Tamil,@nishaanjali_gaming882,Low ($524),https://platform.com/nishaanjali_gaming882,4.76%,Gaming,Micro,Mock Data - Ready for Outreach
Tech Vikram,YouTube,India,Hindi/English,@techvikram_professional695,Low ($216),https://platform.com/techvikram_professional695,4.66%,Professional,Micro,Mock Data - Ready for Outreach
TechTech,Twitch,USA,English,@techtech_tech747,Low ($830),https://platform.com/techtech_tech747,5.15%,Tech,Micro,Mock Data - Ready for Outreach
TomGaming,Twitch,Germany,English,@tomgaming_gaming657,Low ($415),https://platform.com/tomgaming_gaming657,4.0%,Gaming,Micro,Mock Data - Ready for Outreach
Arjun World,Instagram,India,Hindi,@arjunworld_tech180,Low ($499),https://platform.com/arjunworld_tech180,5.9%,Tech,Micro,Mock Data - Ready for Outreach
Anjali Priya,YouTube/Instagram,India,Marathi,@anjalipriya_tech343,Medium ($1k),https://platform.com/anjalipriya_tech343,4.13%,Tech,Mid,Mock Data - Ready for Outreach
RohanTech,Twitch,India,Hindi,@rohantech_tech922,Low ($504),https://platform.com/rohantech_tech922,4.66%,Tech,Micro,Mock Data - Ready for Outreach
SnehaGaming,YouTube/Instagram,India,English,@snehagaming_gaming245,Low ($390),https://platform.com/snehagaming_gaming245,4.25%,Gaming,Micro,Mock Data - Ready for Outreach
HubGaming,Twitch,USA,English,@hubgaming_gaming925,Medium ($2k),https://platform.com/hubgaming_gaming925,3.62%,Gaming,Mid,Mock Data - Ready for Outreach
Ryan Plays,YouTube,Germany,English,@ryanplays_tech809,Low ($356),https://platform.com/ryanplays_tech809,4.71%,Tech,Micro,Mock Data - Ready for Outreach
Amit Amit,YouTube/Instagram,India,Tamil,@amitamit_tech573,Low ($621),https://platform.com/amitamit_tech573,4.65%,Tech,Micro,Mock Data - Ready for Outreach
VikramProfessional,Instagram,India,Telugu,@vikramprofessional_professional185,Medium ($5k),https://platform.com/vikramprofessional_professional185,2.86%,Professional,Mid,Mock Data - Ready for Outreach
RyanGaming,Twitter/X,USA,English,@ryangaming_gaming917,Low ($841),https://platform.com/ryangaming_gaming917,4.74%,Gaming,Micro,Mock Data - Ready for Outreach
Tech Rohan,Twitter/X,India,Marathi,@techrohan_professional319,Medium ($2k),https://platform.com/techrohan_professional319,2.74%,Professional,Mid,Mock Data - Ready for Outreach
Hub Plays,Twitter/X,Australia,English,@hubplays_gaming868,Low ($392),https://platform.com/hubplays_gaming868,4.96%,Gaming,Micro,Mock Data - Ready for Outreach
DavidGaming,Twitch,UK,English,@davidgaming_gaming530,Low ($552),https://platform.com/davidgaming_gaming530,4.11%,Gaming,Micro,Mock Data - Ready for Outreach
SnehaGaming,YouTube,India,Hindi/English,@snehagaming_gaming64,Low ($811),https://platform.com/snehagaming_gaming64,4.36%,Gaming,Micro,Mock Data - Ready for Outreach
DavidTech,Instagram,USA,English,@davidtech_tech598,Low ($448),https://platform.com/davidtech_tech598,5.9%,Tech,Micro,Mock Data - Ready for Outreach
Alex Hub,Twitter/X,Canada,English,@alexhub_tech128,Low ($892),https://platform.com/alexhub_tech128,5.58%,Tech,Micro,Mock Data - Ready for Outreach
ArjunTech,Twitter/X,India,Telugu,@arjuntech_tech960,Low ($879),https://platform.com/arjuntech_tech960,5.81%,Tech,Micro,Mock Data - Ready for Outreach
Arjun Arjun,Twitch,India,English,@arjunarjun_tech96,Low ($744),https://platform.com/arjunarjun_tech96,5.6%,Tech,Micro,Mock Data - Ready for Outreach
ChrisProfessional,Instagram,Germany,English,@chrisprofessional_professional510,Low ($872),https://platform.com/chrisprofessional_professional510,5.08%,Professional,Micro,Mock Data - Ready for Outreach
EmmaTech,YouTube,UK,English,@emmatech_tech722,Low ($463),https://platform.com/emmatech_tech722,5.04%,Tech,Micro,Mock Data - Ready for Outreach
AmitGaming,Instagram,India,English,@amitgaming_gaming369,Low ($886),https://platform.com/amitgaming_gaming369,4.05%,Gaming,Micro,Mock Data - Ready for Outreach
ZoneGaming,Twitter/X,India,Telugu,@zonegaming_gaming997,Low ($411),https://platform.com/zonegaming_gaming997,4.07%,Gaming,Micro,Mock Data - Ready for Outreach
Ryan TV,Instagram,Germany,English,@ryantv_gaming359,Low ($522),https://platform.com/ryantv_gaming359,4.57%,Gaming,Micro,Mock Data - Ready for Outreach
Jessica David,Twitter/X,UK,English,@jessicadavid_tech600,Low ($491),https://platform.com/jessicadavid_tech600,5.98%,Tech,Micro,Mock Data - Ready for Outreach
Nisha Priya,Twitter/X,India,Hindi/English,@nishapriya_professional55,Low ($364),https://platform.com/nishapriya_professional55,4.4%,Professional,Micro,Mock Data - Ready for Outreach
Priya Vikram,YouTube/Instagram,India,Hindi/English,@priyavikram_gaming263,Low ($643),https://platform.com/priyavikram_gaming263,4.39%,Gaming,Micro,Mock Data - Ready for Outreach
Emma Hub,YouTube,Germany,English,@emmahub_tech68,Low ($354),https://platform.com/emmahub_tech68,4.55%,Tech,Micro,Mock Data - Ready for Outreach
Tech Tom,Instagram,Australia,English,@techtom_tech638,Low ($690),https://platform.com/techtom_tech638,4.64%,Tech,Micro,Mock Data - Ready for Outreach
Plays Chris,YouTube,USA,English,@playschris_tech297,Low ($639),https://platform.com/playschris_tech297,5.44%,Tech,Micro,Mock Data - Ready for Outreach
RahulTech,Instagram,India,Telugu,@rahultech_tech339,Low ($197),https://platform.com/rahultech_tech339,4.52%,Tech,Micro,Mock Data - Ready for Outreach
TV David,Twitter/X,Australia,English,@tvdavid_tech394,Low ($482),https://platform.com/tvdavid_tech394,4.57%,Tech,Micro,Mock Data - Ready for Outreach
ZoneGaming,Twitch,India,Hindi,@zonegaming_gaming525,Medium ($4k),https://platform.com/zonegaming_gaming525,3.35%,Gaming,Mid,Mock Data - Ready for Outreach
Emma Chris,Instagram,Australia,English,@emmachris_gaming258,Low ($571),https://platform.com/emmachris_gaming258,4.94%,Gaming,Micro,Mock Data - Ready for Outreach
VikramGaming,Twitch,India,English,@vikramgaming_gaming516,Medium ($3k),https://platform.com/vikramgaming_gaming516,3.64%,Gaming,Mid,Mock Data - Ready for Outreach
TomTech,Twitter/X,USA,English,@tomtech_tech61,Medium ($1k),https://platform.com/tomtech_tech61,3.44%,Tech,Mid,Mock Data - Ready for Outreach
Vikram Official,Twitch,India,English,@vikramofficial_tech535,Medium ($1k),https://platform.com/vikramofficial_tech535,3.87%,Tech,Mid,Mock Data - Ready for Outreach
Chris TV,Twitter/X,UK,English,@christv_professional214,Low ($768),https://platform.com/christv_professional214,4.68%,Professional,Micro,Mock Data - Ready for Outreach
TVTech,Instagram,UK,English,@tvtech_tech804,Low ($697),https://platform.com/tvtech_tech804,4.89%,Tech,Micro,Mock Data - Ready for Outreach
Arjun Zone,Twitter/X,India,Tamil,@arjunzone_tech351,Low ($518),https://platform.com/arjunzone_tech351,5.45%,Tech,Micro,Mock Data - Ready for Outreach
Sarah Anna,YouTube/Instagram,Australia,English,@sarahanna_tech170,Low ($242),https://platform.com/sarahanna_tech170,5.23%,Tech,Micro,Mock Data - Ready for Outreach
GamingTech,Twitch,Germany,English,@gamingtech_tech984,Low ($676),https://platform.com/gamingtech_tech984,5.63%,Tech,Micro,Mock Data - Ready for Outreach
AlexTech,YouTube,Germany,English,@alextech_tech986,Medium ($4k),https://platform.com/alextech_tech986,3.11%,Tech,Mid,Mock Data - Ready for Outreach
TechTech,Twitter/X,India,Hindi/English,@techtech_tech377,Low ($176),https://platform.com/techtech_tech377,5.42%,Tech,Micro,Mock Data - Ready for Outreach
HubGaming,YouTube/Instagram,USA,English,@hubgaming_gaming168,Low ($689),https://platform.com/hubgaming_gaming168,5.05%,Gaming,Micro,Mock Data - Ready for Outreach
GamerTech,YouTube,India,English,@gamertech_tech344,Medium ($5k),https://platform.com/gamertech_tech344,3.33%,Tech,Mid,Mock Data - Ready for Outreach
